sample	samples	_primary_site	SLC25A11	SLC25A12	SLC25A13	SLC16A1	SLC16A4	SLC16A7	MPC1	MPC2	GPD1	GPD1L	GPD2	LDHA	LDHB	LDHC	LDHD
GTEX-S7SE-0011-R5A-SM-2XCDA	GTEX-S7SE-0011-R5A-SM-2XCDA	Brain	10.76	10.85	8.828	10.43	7.763	7.571	10.94	11.28	8.656	10.6	11.36	13.04	14.09	2.001	9.065
GTEX-12WSA-2926-SM-5EQ4D	GTEX-12WSA-2926-SM-5EQ4D	Brain	10.76	10.45	9.188	11.74	7.354	7.323	10.69	10.25	8.461	10.53	10.67	12.3	14.5	4.941	11.02
GTEX-N7MS-0011-R8a-SM-2YUMK	GTEX-N7MS-0011-R8a-SM-2YUMK	Brain	10.76	10	10.59	11.2	8.076	8.293	11.81	10.66	11.66	11.19	10.3	12.26	13.95	5.378	8.97
GTEX-S7PM-0011-R5A-SM-3NM8G	GTEX-S7PM-0011-R5A-SM-3NM8G	Brain	10.76	9.754	8.976	13.56	8.381	7.678	11.36	10.64	7.315	10.31	11.1	11.89	14.53	5.029	10.03
GTEX-N7MT-1226-SM-2TC6K	GTEX-N7MT-1226-SM-2TC6K	Brain	10.75	11.21	8.204	10.07	7.523	9.528	9.923	10.48	8.82	10.54	10.37	11.96	13.61	0	9.465
GTEX-T5JC-0011-R6A-SM-5SI89	GTEX-T5JC-0011-R6A-SM-5SI89	Brain	10.75	10.88	8.142	10.66	8.604	7.456	11.25	11.49	8.631	10.98	11.23	13.76	14.2	4.195	9.008
GTEX-13X6I-0011-R5a-SM-5PNWW	GTEX-13X6I-0011-R5a-SM-5PNWW	Brain	10.75	10.55	8.978	13.48	8.04	8.09	11.07	10.88	7.988	10.88	11.29	13.4	14.05	2.174	9.604
GTEX-X4EP-0011-R9B-SM-4QASI	GTEX-X4EP-0011-R9B-SM-4QASI	Brain	10.75	10.34	9.191	10.04	8.038	9.126	11.85	11.37	12.17	10.03	11.02	14.46	13.72	1.121	9.565
GTEX-144GO-0011-R1a-SM-5PNWO	GTEX-144GO-0011-R1a-SM-5PNWO	Brain	10.75	9.145	9.073	11.2	7.69	8.067	10.86	10.24	8.845	10.31	10.53	12.07	13.57	0	8.424
GTEX-145MI-0011-R8b-SM-5PNZ9	GTEX-145MI-0011-R8b-SM-5PNZ9	Brain	10.75	9.037	8.255	10.9	8.356	7.96	11.21	10.34	9.679	10.05	10.24	13.16	14.24	2.331	8.006
GTEX-NPJ7-0011-R11A-SM-2I3E8	GTEX-NPJ7-0011-R11A-SM-2I3E8	Brain	10.74	11.1	7.688	11.24	7.441	9.332	9.905	10.36	8.718	10.66	11.43	12.1	13.24	0	8.953
GTEX-11WQK-0011-R8a-SM-5BC7C	GTEX-11WQK-0011-R8a-SM-5BC7C	Brain	10.74	10.24	8.041	9.807	7.257	7.979	11.25	11	7.794	10.6	10.82	13.02	14.08	1.912	9.479
GTEX-X4EP-0011-R6A-SM-3P629	GTEX-X4EP-0011-R6A-SM-3P629	Brain	10.74	10.16	9.007	11.38	8.853	8.767	10.71	10.86	7.881	8.9	11.2	14.27	13.9	2.862	8.672
GTEX-1477Z-0011-R5b-SM-5PNUO	GTEX-1477Z-0011-R5b-SM-5PNUO	Brain	10.74	9.733	8.734	13.65	7.997	7.19	11	10.53	6.974	10.63	11.02	12.42	14.39	3.11	9.707
GTEX-XMD1-0011-R1A-SM-4AT4C	GTEX-XMD1-0011-R1A-SM-4AT4C	Brain	10.74	9.685	9.352	12.88	8.452	7.896	11.16	10.43	8.126	10.32	10.92	12.24	13.9	2.924	10.02
GTEX-12ZZX-0011-R11a-SM-5DUVJ	GTEX-12ZZX-0011-R11a-SM-5DUVJ	Brain	10.73	11.6	8.193	9.745	6.78	9.663	9.967	10.84	8.934	10.7	11.31	12.3	13.54	1.118	8.271
GTEX-QVJO-0011-R6A-SM-2S1QN	GTEX-QVJO-0011-R6A-SM-2S1QN	Brain	10.73	11.47	8.572	9.9	7.825	8.051	10.51	11.26	7.771	11.45	11.83	12.68	14.29	1.766	9.451
